phrase_cd,title,audio_url,A_sec,B_sec,C_sec,note
S1-062-037,사선무037,https://apis.gugak.go.kr/phrase/062saseonmu/S1-062-037.wav,4.74,5.63,1.86,A 변경 4.48→4.74s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 3.58→5.63s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.86s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=6.86s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-062-038,사선무038,https://apis.gugak.go.kr/phrase/062saseonmu/S1-062-038.wav,4.99,7.36,2.75,A 변경 5.44→4.99s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 5.25→7.36s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.75s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=13.19s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-063-001,문덕곡001,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-001.wav,13.76,18.56,3.01,A 변경 2.75→13.76s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 12.48→18.56s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.01s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=21.84s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.93
S1-063-002,문덕곡002,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-002.wav,11.14,12.93,4.35,A 변경 5.82→11.14s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 5.63→12.93s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→4.35s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=24.82s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-003,문덕곡003,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-003.wav,8.77,15.17,1.86,A 변경 4.74→8.77s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 8.77→15.17s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.86s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=21.39s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-004,문덕곡004,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-004.wav,13.44,17.66,5.25,A 변경 5.44→13.44s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 13.38→17.66s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→5.25s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=21.19s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-063-005,문덕곡005,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-005.wav,8.19,9.79,0.96,A 유지 8.32→8.19s(구조적 에너지 피크 재탐색); B 변경 4.99→9.79s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→0.96s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=12.54s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-006,문덕곡006,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-006.wav,5.06,6.02,1.22,A 변경 0.45→5.06s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 6.59→6.02s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.22s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=8.14s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-007,문덕곡007,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-007.wav,5.38,9.22,1.09,A 변경 10.05→5.38s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 5.31→9.22s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.09s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=13.12s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.95
S1-063-008,문덕곡008,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-008.wav,8.58,9.34,1.09,A 변경 5.44→8.58s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 8.51→9.34s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.09s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=13.36s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.96
S1-063-009,문덕곡009,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-009.wav,10.43,11.65,3.71,A 변경 13.76→10.43s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 8.77→11.65s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.71s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=18.34s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-063-010,문덕곡010,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-010.wav,3.9,6.14,1.34,A 유지 3.97→3.90s(구조적 에너지 피크 재탐색); B 변경 3.78→6.14s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.34s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=8.57s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.95
S1-063-011,문덕곡011,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-011.wav,5.57,6.72,4.03,A 변경 0.77→5.57s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 7.36→6.72s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.19→4.03s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=8.74s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.87
S1-063-012,문덕곡012,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-012.wav,5.57,7.55,1.22,A 변경 0.70→5.57s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 5.50→7.55s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→1.22s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=자진모리; 태그=신남|웅장; dur=10.26s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-013,문덕곡013,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-013.wav,5.44,6.53,1.47,A 변경 0.45→5.44s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 7.17→6.53s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.47s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=8.64s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.96
S1-063-014,문덕곡014,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-014.wav,5.57,6.66,3.97,A 유지 5.70→5.57s(구조적 에너지 피크 재탐색); B 변경 12.10→6.66s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.97s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=18.40s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-063-015,문덕곡015,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-015.wav,7.17,9.73,3.78,A 변경 0.70→7.17s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 5.44→9.73s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→3.78s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=13.76s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.96
S1-063-016,문덕곡016,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-016.wav,8.7,9.54,1.98,A 변경 7.17→8.70s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 7.36→9.54s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=13.45s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.96
S1-063-017,문덕곡017,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-017.wav,5.38,6.4,4.16,A 유지 5.44→5.38s(구조적 에너지 피크 재탐색); B 변경 5.25→6.40s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→4.16s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=8.25s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-063-018,문덕곡018,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-018.wav,12.67,21.44,3.33,A 유지 12.80→12.67s(구조적 에너지 피크 재탐색); B 변경 11.01→21.44s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.33s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=25.12s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-019,문덕곡019,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-019.wav,12.74,17.15,2.37,A 변경 2.43→12.74s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 12.74→17.15s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.37s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=19.63s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-063-020,문덕곡020,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-020.wav,10.5,19.65,3.71,A 변경 12.29→10.50s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 12.10→19.65s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.71s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=27.37s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-063-021,문덕곡021,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-021.wav,5.82,6.91,0.96,A 변경 0.58→5.82s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 5.70→6.91s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→0.96s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=9.08s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.83
S1-063-022,문덕곡022,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-022.wav,10.62,11.39,2.18,A 유지 10.69→10.62s(구조적 에너지 피크 재탐색); B 변경 14.02→11.39s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.18s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=19.00s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-023,문덕곡023,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-023.wav,8.96,13.44,1.22,A 유지 9.09→8.96s(구조적 에너지 피크 재탐색); B 변경 7.17→13.44s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.22s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=13.84s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-063-024,문덕곡024,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-024.wav,9.6,14.34,2.3,A 변경 11.46→9.60s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 11.26→14.34s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.26→2.30s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=14.76s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-025,문덕곡025,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-025.wav,9.34,12.1,2.75,A 유지 9.22→9.34s(구조적 에너지 피크 재탐색); B 변경 5.63→12.10s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.75s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=15.39s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-026,문덕곡026,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-026.wav,10.24,15.17,0.96,A 유지 10.24→10.24s(구조적 에너지 피크 재탐색); B 변경 10.05→15.17s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→0.96s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=15.57s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-027,문덕곡027,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-027.wav,12.1,14.08,3.65,A 변경 19.26→12.10s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 14.85→14.08s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.45→3.65s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=23.48s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-028,문덕곡028,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-028.wav,7.81,9.73,3.52,A 변경 6.40→7.81s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 10.69→9.73s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.52s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=13.54s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-029,문덕곡029,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-029.wav,11.2,12.8,3.01,A 변경 15.49→11.20s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 11.20→12.80s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.01s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=18.02s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-030,문덕곡030,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-030.wav,11.9,12.86,1.79,A 변경 10.56→11.90s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 7.42→12.86s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.79s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=16.04s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-031,문덕곡031,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-031.wav,4.8,6.91,1.73,A 유지 4.86→4.80s(구조적 에너지 피크 재탐색); B 변경 4.67→6.91s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.73s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=12.32s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.93
S1-063-032,문덕곡032,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-032.wav,9.54,13.57,3.58,A 변경 12.67→9.54s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 5.12→13.57s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.58s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=16.88s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-033,문덕곡033,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-033.wav,8.0,9.98,1.47,A 변경 5.06→8.00s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 4.86→9.98s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.47s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=12.43s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-034,문덕곡034,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-034.wav,4.93,8.26,2.11,A 유지 5.06→4.93s(구조적 에너지 피크 재탐색); B 변경 3.46→8.26s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.11s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=12.00s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-063-035,문덕곡035,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-035.wav,5.06,8.9,2.5,A 유지 5.12→5.06s(구조적 에너지 피크 재탐색); B 변경 8.00→8.90s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.50s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=12.34s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-036,문덕곡036,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-036.wav,4.8,6.91,0.83,A 유지 4.93→4.80s(구조적 에너지 피크 재탐색); B 변경 9.28→6.91s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→0.83s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=12.08s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-063-037,문덕곡037,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-037.wav,8.32,10.69,1.34,A 변경 0.83→8.32s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 3.78→10.69s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.32→1.34s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=11.12s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-063-038,문덕곡038,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-038.wav,9.15,10.11,1.73,A 유지 9.22→9.15s(구조적 에너지 피크 재탐색); B 변경 4.61→10.11s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.73s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=13.55s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.95
S1-063-039,문덕곡039,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-039.wav,8.0,11.97,3.52,A 변경 3.65→8.00s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 3.46→11.97s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.52s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=12.41s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.94
S1-063-040,문덕곡040,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-040.wav,12.8,13.89,3.52,A 변경 17.54→12.80s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 11.20→13.89s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.52s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=20.14s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-041,문덕곡041,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-041.wav,15.3,23.62,5.12,A 변경 1.02→15.30s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 13.76→23.62s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.38→5.12s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=27.22s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-042,문덕곡042,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-042.wav,5.12,6.21,5.31,A 유지 5.06→5.12s(구조적 에너지 피크 재탐색); B 변경 5.31→6.21s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→5.31s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=17.65s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-043,문덕곡043,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-043.wav,6.85,9.6,3.78,A 유지 7.04→6.85s(구조적 에너지 피크 재탐색); B 변경 6.85→9.60s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.26→3.78s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=26.27s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-063-044,문덕곡044,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-044.wav,8.38,15.17,6.85,A 변경 25.60→8.38s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 25.41→15.17s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→6.85s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=30.00s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-045,문덕곡045,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-045.wav,4.74,5.95,1.34,A 유지 4.54→4.74s(구조적 에너지 피크 재탐색); B 변경 7.36→5.95s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.34s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=10.24s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-046,문덕곡046,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-046.wav,3.07,3.84,1.22,A 유지 3.01→3.07s(구조적 에너지 피크 재탐색); B 변경 5.25→3.84s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.22s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=10.11s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-047,문덕곡047,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-047.wav,10.05,12.67,3.14,A 유지 10.18→10.05s(구조적 에너지 피크 재탐색); B 변경 5.12→12.67s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.14s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=13.30s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-063-048,문덕곡048,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-048.wav,7.55,8.58,2.11,A 변경 5.25→7.55s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 5.06→8.58s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.11s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=12.90s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-049,문덕곡049,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-049.wav,5.18,6.53,2.11,A 유지 5.25→5.18s(구조적 에너지 피크 재탐색); B 변경 5.06→6.53s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.11s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=9.91s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-063-050,문덕곡050,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-050.wav,5.5,6.85,1.47,A 유지 5.50→5.50s(구조적 에너지 피크 재탐색); B 변경 5.31→6.85s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→1.47s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=10.12s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.94
S1-063-051,문덕곡051,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-051.wav,3.58,4.74,1.6,A 변경 7.68→3.58s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 7.49→4.74s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.32→1.60s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=10.33s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-063-052,문덕곡052,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-052.wav,5.7,7.04,1.6,A 유지 5.70→5.70s(구조적 에너지 피크 재탐색); B 변경 5.50→7.04s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.38→1.60s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=10.34s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.94
S1-063-053,문덕곡053,https://apis.gugak.go.kr/phrase/063mundeokgok/S1-063-053.wav,3.33,4.74,1.34,A 변경 7.36→3.33s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 7.17→4.74s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.19→1.34s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=10.01s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
